id,date,customer_id,product_id,quantity,amount,discount,status,region
1995,2025-10-03,133,16,5,1249.95,0,completed,South
1996,2025-11-13,20,2,2,1079.98,0.1,completed,South
1997,2024-06-26,61,18,4,509.97,0.15,completed,South
1998,2024-01-03,179,14,5,24.95,0,pending,South
1999,2025-06-14,96,16,7,1487.44,0.15,completed,West
2000,2025-11-17,4,3,3,1049.97,0,pending,West
2001,2025-06-03,130,21,8,1039.92,0,completed,East
2002,2024-08-14,26,7,2,119.98,0,refunded,West
2003,2025-08-03,107,14,2,8.98,0.1,completed,South
2004,2024-03-06,23,23,10,799.9,0,completed,East
2005,2024-07-13,133,20,8,431.93,0.1,refunded,South
2006,2024-07-23,149,18,9,1349.91,0,completed,East
2007,2025-03-28,118,4,6,899.94,0,completed,South
2008,2024-07-03,183,9,3,239.97,0,refunded,East
2009,2024-11-18,165,6,10,254.91,0.15,refunded,South
2010,2024-08-18,73,13,9,134.91,0,pending,East
2011,2025-03-27,127,1,1,854.99,0.05,completed,South
2012,2024-01-27,55,19,6,4559.94,0.05,completed,South
2013,2024-12-29,126,5,6,1529.95,0.15,completed,North
2014,2024-09-13,128,20,4,239.96,0,pending,South
2015,2024-05-20,111,21,6,740.94,0.05,completed,South
2016,2024-11-14,188,4,10,1349.91,0.1,completed,North
2017,2025-10-13,166,16,4,999.96,0,completed,West
2018,2025-01-16,164,11,9,191.17,0.15,refunded,East
2019,2024-07-22,159,2,5,2999.95,0,completed,East
2020,2024-04-27,82,9,7,475.94,0.15,completed,North
2021,2025-11-15,6,12,4,15.96,0,completed,East
2022,2025-10-05,130,15,2,19.98,0,completed,East
2023,2024-06-24,148,4,10,1274.91,0.15,refunded,North
2024,2024-12-11,163,16,5,1124.96,0.1,completed,West
2025,2025-04-14,192,12,4,15.96,0,refunded,West
2026,2025-07-28,43,20,2,107.98,0.1,pending,South
2027,2025-07-10,187,17,5,1999.95,0,refunded,North
2028,2025-02-15,91,15,1,9.49,0.05,completed,South
2029,2025-09-10,32,16,6,1499.94,0,completed,North
2030,2025-04-19,119,11,1,23.74,0.05,completed,South
2031,2024-09-07,55,7,2,119.98,0,completed,South
2032,2025-07-31,172,19,6,4319.95,0.1,completed,West
2033,2024-04-21,200,16,5,1249.95,0,completed,South
2034,2024-03-11,144,23,9,719.91,0,completed,North
2035,2024-05-27,112,14,5,22.46,0.1,refunded,East
2036,2025-06-22,35,20,8,455.92,0.05,pending,South
2037,2025-05-19,39,19,1,679.99,0.15,completed,South
2038,2025-12-14,113,20,4,239.96,0,completed,South
2039,2025-01-27,16,13,10,142.41,0.05,completed,South
2040,2025-03-16,1,6,9,269.91,0,completed,South
2041,2025-09-04,134,19,6,4799.94,0,refunded,East
2042,2025-08-26,56,25,1,59.49,0.15,pending,South
2043,2025-05-23,167,19,3,2399.97,0,completed,South
2044,2024-08-14,81,18,10,1499.9,0,refunded,North
2045,2025-08-23,9,17,9,3059.92,0.15,pending,East
2046,2025-12-02,194,23,7,531.93,0.05,completed,West
2047,2025-11-15,168,7,1,59.99,0,pending,East
2048,2025-04-07,195,13,8,119.92,0,completed,South
2049,2025-06-18,192,5,4,1079.96,0.1,completed,West
2050,2025-11-22,22,20,3,170.97,0.05,completed,North
2051,2024-08-04,62,20,3,179.97,0,completed,North
2052,2025-06-12,170,18,2,254.98,0.15,completed,West
2053,2025-03-23,166,7,3,179.97,0,completed,West
2054,2025-02-26,67,1,1,899.99,0,completed,North
2055,2024-11-28,88,20,7,419.93,0,completed,West
2056,2024-08-12,42,4,5,749.95,0,completed,South
2057,2024-09-01,80,20,10,539.91,0.1,completed,East
2058,2025-11-23,40,3,9,3149.91,0,pending,East
2059,2025-02-04,5,3,3,1049.97,0,pending,North
2060,2024-10-20,200,25,3,209.97,0,completed,South
2061,2024-05-07,151,2,9,5399.91,0,completed,North
2062,2025-08-16,56,17,1,399.99,0,refunded,South
2063,2025-03-23,168,22,7,279.93,0,completed,East
2064,2024-09-29,48,14,8,39.92,0,completed,South
2065,2025-11-15,72,6,8,239.92,0,completed,North
2066,2024-01-12,29,3,5,1749.95,0,pending,West
2067,2025-10-18,171,17,6,2399.94,0,completed,South
2068,2024-08-09,103,21,1,129.99,0,completed,East
2069,2024-06-30,186,23,10,679.91,0.15,completed,South
2070,2025-08-12,24,15,5,49.95,0,completed,South
2071,2024-07-17,137,7,4,239.96,0,refunded,East
2072,2024-01-07,73,7,9,539.91,0,completed,East
2073,2025-12-02,93,13,8,101.93,0.15,pending,West
2074,2025-09-08,136,9,6,455.94,0.05,completed,West
2075,2025-07-05,186,25,1,69.99,0,completed,South
2076,2024-06-29,130,4,8,1139.92,0.05,pending,East
2077,2025-07-27,83,4,4,599.96,0,completed,West
2078,2025-04-23,181,5,6,1709.94,0.05,completed,West
2079,2024-10-19,73,6,1,25.49,0.15,refunded,East
2080,2025-01-28,142,14,4,19.96,0,completed,North
2081,2025-08-29,37,3,5,1749.95,0,completed,South
2082,2025-12-22,61,24,7,3324.93,0.05,completed,South
2083,2024-10-09,144,14,3,14.22,0.05,completed,North
2084,2024-09-08,121,13,6,76.45,0.15,pending,East
2085,2024-04-04,108,10,3,323.97,0.1,completed,East
2086,2025-01-29,45,25,6,398.94,0.05,completed,South
2087,2024-02-04,179,3,10,3499.9,0,pending,South
2088,2024-05-01,95,14,3,14.97,0,completed,North
2089,2024-03-02,129,17,6,2039.95,0.15,completed,South
2090,2025-01-26,92,12,7,25.14,0.1,completed,North
2091,2024-06-10,193,22,2,71.98,0.1,completed,West
2092,2024-10-19,171,23,6,455.94,0.05,completed,South
2093,2024-01-02,178,5,1,269.99,0.1,completed,West
2094,2024-11-23,158,11,9,202.42,0.1,completed,East
2095,2024-12-14,7,13,10,149.9,0,completed,West
2096,2024-12-07,174,17,5,1999.95,0,pending,West
2097,2025-08-08,192,3,2,594.98,0.15,completed,West
2098,2025-01-02,32,16,2,474.98,0.05,completed,North
2099,2025-01-19,131,20,8,479.92,0,pending,North
2100,2025-02-01,5,12,3,11.97,0,completed,North
2101,2024-11-21,40,4,10,1499.9,0,completed,East
2102,2024-07-31,28,21,1,129.99,0,completed,South
2103,2025-02-05,60,12,2,6.78,0.15,completed,North
2104,2025-09-04,57,7,6,305.95,0.15,completed,East
2105,2025-06-03,18,5,6,1529.95,0.15,completed,East
2106,2024-10-22,185,23,3,227.97,0.05,completed,North
2107,2025-06-04,137,7,3,161.97,0.1,completed,East
2108,2025-05-16,142,25,6,419.94,0,refunded,North
2109,2025-06-05,191,20,4,203.97,0.15,completed,South
2110,2024-01-15,159,21,9,1111.41,0.05,pending,East
2111,2025-11-03,94,8,10,764.91,0.15,completed,West
2112,2024-10-23,118,9,8,543.93,0.15,completed,South
2113,2024-01-24,197,20,3,179.97,0,refunded,West
2114,2024-10-20,39,20,3,161.97,0.1,completed,South
2115,2025-04-02,142,22,6,239.94,0,pending,North
2116,2024-12-03,83,16,4,949.96,0.05,completed,West
2117,2024-12-02,38,7,7,419.93,0,refunded,North
2118,2024-06-23,90,5,1,299.99,0,completed,East
2119,2025-09-17,87,19,7,5319.93,0.05,completed,South
2120,2025-12-01,187,22,3,119.97,0,completed,North
2121,2025-11-09,99,24,4,1699.97,0.15,pending,South
2122,2024-01-24,165,5,3,899.97,0,completed,South
2123,2025-01-23,109,9,8,639.92,0,completed,South
2124,2024-10-28,52,19,6,4799.94,0,completed,North
2125,2025-08-31,165,23,4,319.96,0,completed,South
2126,2024-10-20,23,7,2,119.98,0,completed,East
2127,2024-09-18,53,11,10,249.9,0,completed,East
2128,2024-08-31,143,12,2,6.78,0.15,completed,North
2129,2024-09-18,144,20,1,59.99,0,completed,North
2130,2024-04-25,151,23,4,303.96,0.05,pending,North
2131,2025-06-20,31,24,5,2499.95,0,completed,South
2132,2024-11-09,34,6,6,161.95,0.1,completed,East
2133,2024-11-09,60,8,1,85.49,0.05,pending,North
2134,2025-01-07,51,20,3,179.97,0,completed,South
2135,2024-12-24,26,10,9,1025.91,0.05,completed,West
2136,2024-10-12,17,20,6,359.94,0,completed,South
2137,2024-12-05,123,25,9,629.91,0,completed,West
2138,2024-01-03,171,23,3,239.97,0,completed,South
2139,2024-04-03,28,19,5,3799.95,0.05,completed,South
2140,2024-11-29,67,19,6,4079.95,0.15,completed,North
2141,2024-07-29,61,16,6,1274.95,0.15,completed,South
2142,2025-03-08,99,10,1,119.99,0,pending,South
2143,2024-11-17,37,20,4,227.96,0.05,refunded,South
2144,2024-06-11,64,1,10,7649.91,0.15,completed,West
2145,2025-03-24,129,5,1,269.99,0.1,completed,South
2146,2024-11-18,98,11,7,157.44,0.1,completed,West
2147,2024-06-09,99,4,3,382.47,0.15,completed,South
2148,2024-12-31,99,7,5,299.95,0,completed,South
2149,2024-10-14,122,8,4,341.96,0.05,completed,North
2150,2024-03-20,187,1,1,899.99,0,completed,North
2151,2025-01-01,32,25,1,59.49,0.15,completed,North
2152,2024-07-03,142,11,3,63.72,0.15,completed,North
2153,2024-11-02,70,3,7,2327.43,0.05,completed,West
2154,2025-04-02,114,4,10,1274.91,0.15,pending,South
2155,2025-04-10,116,12,2,7.58,0.05,pending,West
2156,2024-05-18,167,11,10,224.91,0.1,refunded,South
2157,2024-02-28,2,13,6,80.95,0.1,completed,South
2158,2024-05-29,184,18,4,569.96,0.05,refunded,East
2159,2025-03-18,82,23,6,479.94,0,completed,North
2160,2025-05-02,37,19,1,719.99,0.1,completed,South
2161,2025-03-17,110,20,5,299.95,0,completed,West
2162,2025-03-31,84,12,7,27.93,0,completed,South
2163,2024-04-21,188,3,7,2449.93,0,pending,North
2164,2024-09-13,169,23,1,79.99,0,completed,West
2165,2025-02-14,173,12,1,3.99,0,completed,South
2166,2025-06-27,194,23,6,479.94,0,pending,West
2167,2025-06-12,176,4,1,149.99,0,completed,East
2168,2024-09-24,32,12,6,22.74,0.05,refunded,North
2169,2025-10-08,79,7,4,203.97,0.15,completed,North
2170,2025-05-12,80,21,10,1169.91,0.1,completed,East
2171,2024-02-09,13,1,1,899.99,0,completed,West
2172,2024-08-04,68,1,4,3599.96,0,refunded,East
2173,2024-05-23,103,8,9,809.91,0,pending,East
2174,2025-10-08,1,5,2,509.98,0.15,completed,South
2175,2025-10-20,100,4,1,149.99,0,refunded,North
2176,2024-11-05,40,24,10,4999.9,0,completed,East
2177,2025-05-23,30,4,8,1019.93,0.15,completed,North
2178,2024-12-29,142,8,7,629.93,0,completed,North
2179,2025-04-11,66,4,4,599.96,0,completed,East
2180,2024-05-21,128,1,1,764.99,0.15,completed,South
2181,2025-12-03,5,6,3,89.97,0,refunded,North
2182,2024-03-25,5,15,1,9.99,0,completed,North
2183,2024-09-08,102,6,10,299.9,0,completed,West
2184,2024-12-16,162,18,9,1349.91,0,pending,South
2185,2025-08-23,182,19,8,6399.92,0,refunded,North
2186,2024-11-27,36,20,4,239.96,0,refunded,West
2187,2025-04-12,160,23,10,679.91,0.15,refunded,North
2188,2025-04-14,66,11,8,199.92,0,completed,East
2189,2025-01-03,131,19,3,2159.97,0.1,refunded,North
2190,2025-01-27,5,25,9,535.42,0.15,completed,North
2191,2024-05-20,96,16,4,999.96,0,refunded,West
2192,2024-06-09,21,21,2,233.98,0.1,completed,South
2193,2025-07-24,175,16,5,1249.95,0,completed,South
2194,2025-11-13,163,6,7,199.43,0.05,completed,West
2195,2025-10-04,170,4,10,1349.91,0.1,completed,West
2196,2025-06-04,54,7,8,407.93,0.15,pending,East
2197,2025-04-06,53,7,6,305.95,0.15,completed,East
2198,2024-01-05,177,25,6,356.95,0.15,completed,East
2199,2024-09-28,155,11,9,224.91,0,completed,South
2200,2024-04-06,46,4,6,899.94,0,pending,North
2201,2024-05-18,136,13,6,85.44,0.05,refunded,West
2202,2024-03-12,200,24,1,424.99,0.15,completed,South
2203,2024-07-22,164,17,10,3999.9,0,completed,East
2204,2024-07-17,107,17,9,3059.92,0.15,refunded,South
2205,2025-11-09,39,11,5,124.95,0,completed,South
2206,2025-02-24,98,24,4,1799.96,0.1,completed,West
2207,2024-08-23,10,2,10,5099.91,0.15,refunded,West
2208,2024-07-15,175,14,1,4.49,0.1,completed,South
2209,2024-09-16,160,16,2,499.98,0,completed,North
2210,2024-10-01,23,12,9,32.32,0.1,completed,East
2211,2024-05-19,5,24,7,2974.94,0.15,pending,North
2212,2025-02-24,43,8,8,719.92,0,pending,South
2213,2025-08-28,25,10,6,647.95,0.1,completed,South
2214,2025-02-03,118,1,5,4499.95,0,refunded,South
2215,2024-08-21,197,25,10,699.9,0,refunded,West
2216,2025-01-14,4,6,3,85.47,0.05,completed,West
2217,2024-04-15,45,6,2,59.98,0,completed,South
2218,2025-09-09,7,13,1,14.24,0.05,completed,West
2219,2024-12-21,197,3,10,3149.91,0.1,completed,West
2220,2024-04-20,142,3,2,664.98,0.05,completed,North
2221,2024-05-17,130,9,4,319.96,0,pending,East
2222,2025-11-21,181,5,10,2999.9,0,refunded,West
2223,2025-09-20,44,6,3,76.47,0.15,pending,South
2224,2024-07-10,184,4,10,1499.9,0,completed,East
2225,2024-07-16,153,13,4,59.96,0,refunded,North
2226,2025-12-07,103,21,9,1052.92,0.1,completed,East
2227,2025-11-10,27,23,6,479.94,0,completed,North
2228,2025-05-02,111,23,1,79.99,0,completed,South
2229,2024-03-20,163,3,3,1049.97,0,completed,West
2230,2024-08-21,94,16,8,1799.93,0.1,refunded,West
2231,2025-02-20,99,23,10,759.9,0.05,completed,South
2232,2024-12-25,177,13,8,113.92,0.05,completed,East
2233,2024-02-04,83,6,10,269.91,0.1,pending,West
2234,2025-05-05,93,17,9,3599.91,0,refunded,West
2235,2024-02-06,24,4,4,599.96,0,completed,South
2236,2025-07-20,148,3,2,629.98,0.1,completed,North
2237,2025-04-10,10,17,4,1519.96,0.05,refunded,West
2238,2025-02-12,25,7,8,455.92,0.05,refunded,South
2239,2024-01-31,199,4,8,1199.92,0,completed,South
2240,2025-03-25,97,13,4,59.96,0,completed,South
2241,2024-08-06,160,16,7,1749.93,0,completed,North
2242,2025-09-13,31,1,10,8549.9,0.05,completed,South
2243,2024-05-28,152,13,9,134.91,0,refunded,South
2244,2024-08-21,107,5,2,569.98,0.05,completed,South
2245,2025-11-23,19,24,7,2974.94,0.15,completed,East
2246,2024-03-06,109,2,4,2399.96,0,refunded,South
2247,2024-12-05,147,9,3,239.97,0,pending,East
2248,2025-05-09,142,24,9,4499.91,0,completed,North
2249,2025-01-27,10,19,4,2719.97,0.15,completed,West
2250,2024-09-10,26,6,5,149.95,0,completed,West
2251,2025-06-15,74,6,3,85.47,0.05,completed,South
2252,2025-10-18,43,15,2,19.98,0,completed,South
2253,2025-07-28,29,7,7,419.93,0,completed,West
2254,2024-12-03,198,11,7,174.93,0,pending,East
2255,2024-05-17,196,16,3,749.97,0,pending,East
2256,2025-02-23,2,24,1,424.99,0.15,completed,South
2257,2025-12-13,117,18,1,134.99,0.1,refunded,South
2258,2025-09-24,145,11,1,24.99,0,completed,South
2259,2024-12-27,200,3,5,1487.46,0.15,completed,South
2260,2024-06-16,44,13,6,89.94,0,refunded,South
2261,2025-11-19,77,9,2,159.98,0,completed,West
2262,2025-07-10,38,20,8,479.92,0,completed,North
2263,2025-06-18,112,15,1,8.99,0.1,completed,East
2264,2025-06-25,183,14,8,39.92,0,pending,East
2265,2025-07-15,64,22,10,339.92,0.15,completed,West
2266,2025-10-02,183,4,9,1349.91,0,refunded,East
2267,2024-10-07,143,20,9,485.92,0.1,pending,North
2268,2024-09-05,40,25,7,465.43,0.05,completed,East
2269,2024-02-02,196,8,10,854.9,0.05,completed,East
2270,2024-10-03,154,2,4,2039.97,0.15,completed,South
2271,2024-12-08,92,2,1,599.99,0,completed,North
2272,2025-08-26,189,22,10,399.9,0,completed,South
2273,2024-04-05,18,23,9,719.91,0,completed,East
2274,2024-03-10,120,10,8,911.92,0.05,completed,North
2275,2025-01-01,107,16,9,2249.91,0,pending,South
2276,2024-06-21,186,12,5,19.95,0,completed,South
2277,2025-07-25,149,23,5,379.95,0.05,pending,East
2278,2025-03-19,100,18,4,599.96,0,refunded,North
2279,2024-08-24,98,22,6,239.94,0,completed,West
2280,2025-02-22,78,23,5,399.95,0,pending,North
2281,2024-12-07,129,15,8,67.93,0.15,refunded,South
2282,2025-05-15,190,16,6,1499.94,0,completed,West
2283,2024-11-16,58,10,4,455.96,0.05,refunded,South
2284,2024-07-26,49,23,6,479.94,0,completed,West
2285,2024-10-02,25,12,10,35.91,0.1,refunded,South
2286,2025-01-15,5,12,7,27.93,0,pending,North
2287,2024-02-14,32,15,2,16.98,0.15,completed,North
2288,2025-05-05,106,23,5,339.96,0.15,pending,North
2289,2025-09-03,183,16,6,1274.95,0.15,refunded,East
2290,2025-08-01,167,3,2,699.98,0,pending,South
2291,2025-04-06,21,10,9,1079.91,0,completed,South
2292,2024-10-08,156,11,5,124.95,0,pending,West
2293,2025-06-28,196,1,7,6299.93,0,pending,East
2294,2025-11-01,147,18,4,599.96,0,completed,East
2295,2024-09-03,4,16,3,749.97,0,pending,West
2296,2025-03-29,85,15,9,80.92,0.1,completed,South
2297,2025-02-20,169,11,9,202.42,0.1,completed,West
2298,2024-11-25,117,15,7,62.94,0.1,completed,South
2299,2025-05-24,81,7,7,356.94,0.15,completed,North
2300,2024-06-19,25,15,2,16.98,0.15,completed,South
2301,2024-02-06,5,16,1,212.49,0.15,completed,North
2302,2025-04-24,49,24,2,899.98,0.1,refunded,West
2303,2024-02-10,112,25,3,188.97,0.1,pending,East
2304,2025-06-18,30,3,6,2099.94,0,completed,North
2305,2025-05-03,144,3,5,1749.95,0,completed,North
2306,2025-03-04,5,23,7,559.93,0,completed,North
2307,2024-12-29,69,15,8,67.93,0.15,completed,South
2308,2024-07-05,103,25,10,699.9,0,completed,East
2309,2024-04-26,175,9,10,799.9,0,completed,South
2310,2024-08-29,17,13,8,119.92,0,pending,South
2311,2024-04-06,64,11,9,202.42,0.1,completed,West
2312,2025-04-24,141,22,5,199.95,0,completed,East
2313,2024-11-29,148,21,2,246.98,0.05,completed,North
2314,2025-09-25,36,22,7,251.94,0.1,completed,West
2315,2025-11-07,21,25,5,314.95,0.1,completed,South
2316,2024-04-20,158,12,9,35.91,0,completed,East
2317,2024-11-26,174,11,2,49.98,0,completed,West
2318,2024-04-07,115,12,10,39.9,0,pending,North
2319,2025-04-02,31,15,7,59.44,0.15,pending,South
2320,2025-11-17,126,16,1,212.49,0.15,completed,North
2321,2025-05-19,104,23,10,719.91,0.1,pending,West
2322,2024-01-17,135,5,10,2549.91,0.15,completed,South
2323,2025-03-02,119,6,9,229.42,0.15,completed,South
2324,2025-07-07,96,23,10,799.9,0,completed,West
2325,2024-04-23,40,14,1,4.24,0.15,pending,East
2326,2024-08-06,104,8,2,161.98,0.1,completed,West
2327,2024-03-01,53,10,10,1079.91,0.1,refunded,East
2328,2024-02-01,37,10,1,119.99,0,completed,South
2329,2025-11-18,42,1,8,6479.93,0.1,completed,South
2330,2025-11-24,100,11,6,149.94,0,pending,North
2331,2025-12-20,174,20,4,203.97,0.15,completed,West
2332,2025-05-20,170,11,4,94.96,0.05,pending,West
2333,2024-04-24,155,18,7,997.43,0.05,completed,South
2334,2025-08-17,33,21,6,779.94,0,refunded,South
2335,2025-10-01,162,5,8,2399.92,0,completed,South
2336,2025-11-11,196,11,6,142.44,0.05,refunded,East
2337,2024-09-19,95,7,6,359.94,0,completed,North
2338,2025-02-11,124,24,2,999.98,0,refunded,East
2339,2025-08-11,96,3,7,2327.43,0.05,refunded,West
2340,2025-02-06,16,6,5,134.95,0.1,completed,South
2341,2025-04-28,55,24,2,999.98,0,completed,South
2342,2024-05-21,80,16,3,749.97,0,completed,East
2343,2025-10-09,92,6,10,269.91,0.1,refunded,North
2344,2024-03-25,132,12,9,32.32,0.1,completed,West
2345,2024-06-12,122,3,8,2519.93,0.1,refunded,North
2346,2024-09-28,119,22,2,79.98,0,completed,South
2347,2024-03-05,129,19,7,5599.93,0,pending,South
2348,2024-01-30,143,2,8,4799.92,0,completed,North
2349,2024-01-11,150,15,3,29.97,0,completed,South
2350,2024-06-27,149,25,2,118.98,0.15,completed,East
2351,2025-06-17,65,5,3,809.97,0.1,pending,North
2352,2024-02-10,152,14,4,19.96,0,completed,South
2353,2025-06-27,11,10,9,971.92,0.1,completed,South
2354,2024-11-14,90,6,10,254.91,0.15,completed,East
2355,2024-06-22,50,16,1,249.99,0,refunded,East
2356,2024-02-02,31,19,1,799.99,0,refunded,South
2357,2024-07-15,102,3,10,2974.91,0.15,completed,West
2358,2025-05-26,162,21,6,779.94,0,completed,South
2359,2024-05-13,124,9,6,479.94,0,completed,East
2360,2025-06-09,183,16,7,1749.93,0,pending,East
2361,2024-05-13,107,2,2,1199.98,0,completed,South
2362,2025-02-09,134,11,7,174.93,0,completed,East
2363,2024-08-20,6,23,9,647.92,0.1,completed,East
2364,2024-12-06,67,11,3,74.97,0,completed,North
2365,2024-07-18,123,23,4,319.96,0,completed,West
2366,2025-01-04,70,13,9,134.91,0,completed,West
2367,2025-07-13,128,3,5,1749.95,0,refunded,South
2368,2024-10-08,144,23,4,319.96,0,completed,North
2369,2024-12-02,114,8,3,242.97,0.1,pending,South
2370,2024-06-28,187,14,9,44.91,0,pending,North
2371,2024-07-27,51,1,6,5399.94,0,completed,South
2372,2025-01-11,139,8,5,449.95,0,completed,West
2373,2025-03-07,161,17,5,1699.96,0.15,completed,East
2374,2025-11-08,143,15,7,66.43,0.05,completed,North
2375,2024-02-16,87,1,2,1799.98,0,completed,South
2376,2024-11-16,88,3,10,3149.91,0.1,completed,West
2377,2024-06-20,47,17,2,759.98,0.05,refunded,North
2378,2025-05-29,52,24,6,2999.94,0,completed,North
2379,2025-11-29,71,15,7,69.93,0,refunded,West
2380,2024-02-25,172,16,7,1574.94,0.1,completed,West
2381,2025-04-03,60,12,10,39.9,0,completed,North
2382,2025-07-03,40,7,6,359.94,0,completed,East
2383,2024-09-07,174,21,9,1052.92,0.1,completed,West
2384,2025-10-17,122,16,3,674.97,0.1,completed,North
2385,2024-10-26,165,4,4,539.96,0.1,completed,South
2386,2025-04-10,133,23,10,799.9,0,completed,South
2387,2024-04-22,180,4,5,749.95,0,completed,East
2388,2025-05-19,85,23,5,399.95,0,completed,South
2389,2024-10-15,17,7,5,299.95,0,completed,South
2390,2025-09-17,3,12,1,3.99,0,refunded,North
2391,2025-05-11,141,10,4,479.96,0,completed,East
2392,2025-08-19,27,12,5,19.95,0,completed,North
2393,2024-04-23,21,16,9,2024.92,0.1,completed,South
2394,2024-01-01,73,3,10,3499.9,0,completed,East
2395,2024-06-29,118,24,5,2374.95,0.05,completed,South
2396,2025-11-13,79,1,7,6299.93,0,completed,North
2397,2024-07-23,186,25,3,209.97,0,completed,South
2398,2025-08-05,34,14,8,39.92,0,completed,East
2399,2024-08-23,27,17,6,2399.94,0,pending,North
2400,2024-03-23,61,18,3,449.97,0,completed,South
2401,2025-07-14,67,13,5,74.95,0,completed,North
2402,2025-10-21,70,11,4,99.96,0,completed,West
2403,2025-02-10,47,7,10,599.9,0,completed,North
2404,2024-07-24,176,12,8,31.92,0,completed,East
2405,2024-05-10,7,21,5,649.95,0,completed,West
2406,2024-06-27,167,5,6,1709.94,0.05,completed,South
2407,2024-06-20,106,19,10,7599.9,0.05,completed,North
2408,2025-05-15,179,11,5,124.95,0,refunded,South
2409,2024-11-17,146,23,8,639.92,0,completed,West
2410,2024-10-12,153,24,2,949.98,0.05,pending,North
2411,2025-05-21,160,18,10,1499.9,0,pending,North
2412,2024-03-07,151,16,1,249.99,0,completed,North
2413,2025-05-31,109,14,1,4.49,0.1,pending,South
2414,2024-11-07,34,12,5,19.95,0,completed,East
2415,2024-06-29,183,20,5,299.95,0,completed,East
2416,2024-03-08,185,3,2,699.98,0,completed,North
2417,2025-12-20,58,24,7,3149.94,0.1,refunded,South
2418,2025-10-06,101,18,8,1199.92,0,pending,South
2419,2024-07-22,8,19,8,5759.93,0.1,completed,East
2420,2024-12-04,188,2,10,5999.9,0,refunded,North
2421,2024-04-21,72,2,2,1139.98,0.05,completed,North
2422,2025-03-07,3,11,1,24.99,0,completed,North
2423,2025-03-07,2,22,10,359.91,0.1,completed,South
2424,2024-05-02,2,25,2,125.98,0.1,pending,South
2425,2024-03-20,35,6,6,161.95,0.1,completed,South
2426,2025-04-01,170,21,8,1039.92,0,refunded,West
2427,2024-07-09,30,4,8,1079.93,0.1,completed,North
2428,2024-07-07,15,9,4,303.96,0.05,refunded,West
2429,2024-01-25,162,23,2,159.98,0,completed,South
2430,2025-01-16,9,4,7,944.94,0.1,completed,East
2431,2025-04-02,69,2,9,4589.92,0.15,completed,South
2432,2025-07-10,41,13,4,56.96,0.05,completed,North
2433,2025-10-09,200,18,2,284.98,0.05,completed,South
2434,2024-04-20,169,16,4,999.96,0,refunded,West
2435,2025-11-23,82,14,7,31.44,0.1,refunded,North
2436,2025-12-12,51,7,3,179.97,0,completed,South
2437,2024-02-25,152,19,10,7599.9,0.05,completed,South
2438,2024-04-23,177,13,6,85.44,0.05,completed,East
2439,2025-06-14,173,20,8,431.93,0.1,refunded,South
2440,2024-10-01,59,12,3,10.17,0.15,completed,North
2441,2025-10-17,187,18,6,809.95,0.1,completed,North
2442,2025-04-19,2,4,9,1282.41,0.05,completed,South
2443,2024-03-08,38,20,10,599.9,0,completed,North
2444,2024-06-21,113,6,8,239.92,0,completed,South
2445,2024-06-15,113,10,10,1199.9,0,completed,South
2446,2025-11-08,162,2,5,2999.95,0,completed,South
2447,2024-12-19,48,13,6,89.94,0,completed,South
2448,2025-09-23,73,6,6,152.95,0.15,completed,East
2449,2024-07-10,173,19,9,6119.92,0.15,completed,South
2450,2025-09-16,100,20,5,284.95,0.05,completed,North
2451,2025-07-08,128,19,10,7199.91,0.1,pending,South
2452,2025-05-28,179,19,5,3999.95,0,pending,South
2453,2025-07-26,187,8,3,242.97,0.1,completed,North
2454,2024-06-03,163,14,9,40.42,0.1,pending,West
2455,2024-01-12,154,10,9,1079.91,0,refunded,South
2456,2024-09-20,176,3,8,2799.92,0,refunded,East
2457,2025-07-04,8,16,9,2249.91,0,completed,East
2458,2024-08-12,155,21,9,1169.91,0,completed,South
2459,2024-06-27,84,25,1,62.99,0.1,completed,South
2460,2024-01-24,94,23,10,799.9,0,completed,West
2461,2025-02-05,196,8,6,458.95,0.15,completed,East
2462,2025-08-22,115,21,8,987.92,0.05,pending,North
2463,2025-04-27,140,25,10,699.9,0,completed,East
2464,2025-09-15,86,10,1,107.99,0.1,completed,West
2465,2025-12-15,195,6,3,89.97,0,completed,South
2466,2025-03-25,104,13,5,74.95,0,completed,West
2467,2025-05-08,153,12,2,7.18,0.1,completed,North
2468,2024-06-23,32,11,10,237.4,0.05,completed,North
2469,2025-04-30,71,3,6,2099.94,0,completed,West
2470,2025-03-01,2,12,9,32.32,0.1,completed,South
2471,2025-05-24,75,5,9,2699.91,0,completed,East
2472,2025-12-03,70,25,4,279.96,0,completed,West
2473,2024-08-19,51,5,5,1499.95,0,completed,South
2474,2024-12-18,157,9,7,559.93,0,completed,East
2475,2025-10-14,11,23,1,79.99,0,completed,South
2476,2024-07-11,107,13,10,142.41,0.05,pending,South
2477,2025-06-12,166,25,9,598.41,0.05,completed,West
2478,2024-12-12,137,9,8,639.92,0,completed,East
2479,2024-03-04,109,10,2,227.98,0.05,completed,South
2480,2024-12-03,174,17,10,3999.9,0,completed,West
2481,2025-03-30,101,6,1,29.99,0,completed,South
2482,2025-09-24,137,4,8,1199.92,0,pending,East
2483,2024-11-01,57,16,2,474.98,0.05,completed,East
2484,2025-10-12,150,2,1,539.99,0.1,completed,South
2485,2025-01-08,12,12,6,23.94,0,pending,East
2486,2024-09-24,141,2,8,4799.92,0,completed,East
